"","X","YEAR","month","Ca","Mg","K","Na","NH4","NO3","Cl","SO4","pH","P"
"5377",1,2375,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"5378",2,2375,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"5379",3,2375,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"5380",4,2375,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"5381",5,2375,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"5382",6,2375,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"5383",7,2375,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"5384",8,2375,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"5385",9,2375,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"5386",10,2375,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"5387",11,2375,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"5388",12,2375,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"5389",1,2376,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"5390",2,2376,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"5391",3,2376,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"5392",4,2376,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"5393",5,2376,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"5394",6,2376,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"5395",7,2376,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"5396",8,2376,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"5397",9,2376,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"5398",10,2376,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"5399",11,2376,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"5400",12,2376,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"5401",1,2377,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"5402",2,2377,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"5403",3,2377,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"5404",4,2377,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"5405",5,2377,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"5406",6,2377,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"5407",7,2377,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"5408",8,2377,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"5409",9,2377,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"5410",10,2377,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"5411",11,2377,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"5412",12,2377,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"2497",1,2378,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2498",2,2378,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2499",3,2378,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2500",4,2378,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2501",5,2378,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2502",6,2378,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2503",7,2378,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2504",8,2378,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2505",9,2378,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2506",10,2378,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2507",11,2378,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2508",12,2378,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2509",1,2379,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2510",2,2379,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2511",3,2379,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2512",4,2379,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2513",5,2379,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2514",6,2379,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2515",7,2379,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2516",8,2379,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2517",9,2379,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2518",10,2379,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2519",11,2379,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2520",12,2379,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2521",1,2380,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2522",2,2380,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2523",3,2380,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2524",4,2380,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2525",5,2380,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2526",6,2380,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2527",7,2380,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2528",8,2380,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2529",9,2380,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2530",10,2380,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2531",11,2380,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2532",12,2380,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2533",1,2381,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2534",2,2381,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2535",3,2381,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2536",4,2381,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2537",5,2381,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2538",6,2381,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2539",7,2381,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2540",8,2381,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2541",9,2381,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2542",10,2381,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2543",11,2381,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2544",12,2381,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2545",1,2382,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2546",2,2382,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2547",3,2382,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2548",4,2382,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2549",5,2382,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2550",6,2382,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2551",7,2382,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2552",8,2382,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2553",9,2382,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2554",10,2382,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2555",11,2382,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2556",12,2382,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2557",1,2383,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2558",2,2383,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2559",3,2383,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2560",4,2383,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2561",5,2383,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2562",6,2383,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2563",7,2383,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2564",8,2383,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2565",9,2383,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2566",10,2383,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2567",11,2383,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2568",12,2383,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2569",1,2384,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2570",2,2384,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2571",3,2384,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2572",4,2384,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2573",5,2384,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2574",6,2384,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2575",7,2384,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2576",8,2384,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2577",9,2384,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2578",10,2384,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2579",11,2384,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2580",12,2384,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2581",1,2385,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2582",2,2385,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2583",3,2385,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2584",4,2385,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2585",5,2385,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2586",6,2385,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2587",7,2385,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2588",8,2385,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2589",9,2385,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2590",10,2385,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2591",11,2385,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2592",12,2385,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2593",1,2386,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2594",2,2386,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2595",3,2386,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2596",4,2386,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2597",5,2386,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2598",6,2386,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2599",7,2386,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2600",8,2386,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2601",9,2386,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2602",10,2386,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2603",11,2386,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2604",12,2386,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2605",1,2387,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2606",2,2387,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2607",3,2387,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2608",4,2387,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2609",5,2387,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2610",6,2387,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2611",7,2387,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2612",8,2387,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2613",9,2387,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2614",10,2387,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2615",11,2387,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2616",12,2387,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2617",1,2388,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2618",2,2388,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2619",3,2388,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2620",4,2388,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2621",5,2388,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2622",6,2388,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2623",7,2388,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2624",8,2388,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2625",9,2388,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2626",10,2388,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2627",11,2388,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2628",12,2388,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2629",1,2389,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2630",2,2389,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2631",3,2389,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2632",4,2389,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2633",5,2389,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2634",6,2389,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2635",7,2389,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2636",8,2389,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2637",9,2389,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2638",10,2389,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2639",11,2389,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2640",12,2389,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2641",1,2390,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2642",2,2390,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"2643",3,2390,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"2644",4,2390,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"2645",5,2390,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"2646",6,2390,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"2647",7,2390,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"2648",8,2390,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"2649",9,2390,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"2650",10,2390,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"2651",11,2390,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"2652",12,2390,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"2653",1,2391,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"2654",2,2391,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
